species	clade	NCBI.txid	clade_group	expression_data	dnds_data	lht_data	assembly_accession	nb_rnaseq
Stegostoma_fasciatum	Chondrichthyes	378071	Other Vertebrates	FALSE	FALSE	TRUE	GCF_022316705.1	0
Galleria_mellonella	Lepidoptera	7137	Lepido Diptera	FALSE	FALSE	FALSE	GCF_026898425.1	0
Trichinella_patagoniensis	Nematoda	990121	Nematoda	FALSE	FALSE	FALSE	GCA_001447655.1	0
Leopardus_geoffroyi	Mammalia	46844	Mammalia	FALSE	FALSE	TRUE	GCF_018350155.1	0
Prionailurus_viverrinus	Mammalia	61388	Mammalia	FALSE	FALSE	TRUE	GCF_022837055.1	0
Turdus_rufiventris	Aves	311356	Aves	FALSE	FALSE	TRUE	GCA_013186435.1	0
Anopheles_coluzzii	Diptera	1518534	Lepido Diptera	TRUE	FALSE	FALSE	GCF_943734685.1	50
Upupa_epops	Aves	57439	Aves	FALSE	FALSE	TRUE	GCA_013397515.1	0
Melanotaenia_boesemani	Teleostei	1250792	Teleostei	FALSE	FALSE	TRUE	GCF_017639745.1	0
Diachasma_alloeum	Hymenoptera	454923	Hymenoptera	FALSE	FALSE	TRUE	GCF_001412515.2	0
Polypedilum_vanderplanki	Diptera	319348	Lepido Diptera	FALSE	FALSE	FALSE	GCA_018290095.1	0
Apodemus_sylvaticus	Mammalia	10129	Mammalia	FALSE	FALSE	TRUE	GCF_947179515.1	0
Lamellibrachia_satsuma	Annelida	104711	Other Invertebrates	TRUE	FALSE	FALSE	GCA_022478865.1	2
Neodiprion_lecontei	Hymenoptera	441921	Hymenoptera	FALSE	FALSE	FALSE	GCF_021901455.1	0
Amyelois_transitella	Lepidoptera	680683	Lepido Diptera	FALSE	FALSE	FALSE	GCF_001186105.1	0
Kudoa_iwatai	Cnidaria	269814	Other Invertebrates	FALSE	FALSE	FALSE	GCA_001407235.2	0
Scortum_barcoo	Teleostei	214431	Teleostei	FALSE	FALSE	TRUE	GCA_023238725.1	0
Pristis_pectinata	Chondrichthyes	685728	Other Vertebrates	FALSE	FALSE	TRUE	GCF_009764475.1	0
Vespa_mandarinia	Hymenoptera	7446	Hymenoptera	FALSE	FALSE	TRUE	GCF_014083535.2	0
Drosophila_busckii	Diptera	30019	Lepido Diptera	TRUE	FALSE	FALSE	GCF_011750605.1	3
Monomorium_pharaonis	Hymenoptera	307658	Hymenoptera	FALSE	FALSE	TRUE	GCF_013373865.1	0
Wasmannia_auropunctata	Hymenoptera	64793	Hymenoptera	FALSE	FALSE	FALSE	GCF_000956235.1	0
Schistosoma_margrebowiei	Platyhelminthes	48269	Other Invertebrates	FALSE	FALSE	FALSE	GCA_944470205.1	0
Mesocestoides_corti	Platyhelminthes	53468	Other Invertebrates	FALSE	FALSE	FALSE	GCA_900604375.1	0
Cylicostephanus_goldi	Nematoda	71465	Nematoda	FALSE	FALSE	FALSE	GCA_900617965.1	0
Vollenhovia_emeryi	Hymenoptera	411798	Hymenoptera	FALSE	FALSE	FALSE	GCF_000949405.1	0
Dermacentor_silvarum	Arachnida	543639	Other Invertebrates	FALSE	FALSE	FALSE	GCF_013339745.2	0
Sarcoptes_scabiei	Arachnida	52283	Other Invertebrates	FALSE	FALSE	TRUE	GCA_020844145.1	0
Colletes_gigas	Hymenoptera	935657	Hymenoptera	FALSE	FALSE	FALSE	GCF_013123115.1	0
Fopius_arisanus	Hymenoptera	64838	Hymenoptera	FALSE	FALSE	FALSE	GCF_000806365.1	0
Chelmon_rostratus	Teleostei	109905	Teleostei	FALSE	FALSE	TRUE	GCF_017976325.1	0
Trichinella_papuae	Nematoda	268474	Nematoda	FALSE	FALSE	FALSE	GCA_001447755.1	0
Trichinella_zimbabwensis	Nematoda	268475	Nematoda	FALSE	FALSE	FALSE	GCA_001447665.1	0
Trichinella_britovi	Nematoda	45882	Nematoda	FALSE	FALSE	FALSE	GCA_001447585.1	0
Trichinella_nativa	Nematoda	6335	Nematoda	FALSE	FALSE	FALSE	GCA_001447565.2	0
Trichinella_nelsoni	Nematoda	6336	Nematoda	FALSE	FALSE	FALSE	GCA_001447455.1	0
Araneus_ventricosus	Arachnida	182803	Other Invertebrates	FALSE	FALSE	FALSE	GCA_013235015.1	0
Heliornis_fulica	Aves	54369	Aves	FALSE	FALSE	TRUE	GCA_013399135.1	0
Loxia_curvirostra	Aves	64802	Aves	FALSE	FALSE	TRUE	GCA_013398455.1	0
Aphelenchoides_besseyi	Nematoda	269767	Nematoda	TRUE	FALSE	FALSE	GCA_024699855.1	7
Mus_caroli	Mammalia	10089	Mammalia	FALSE	FALSE	TRUE	GCF_900094665.1	0
Passer_montanus	Aves	9160	Aves	FALSE	FALSE	TRUE	GCF_014805655.1	0
Anabas_testudineus	Teleostei	64144	Teleostei	FALSE	FALSE	TRUE	GCF_900324465.2	0
Anopheles_cruzii	Diptera	68878	Lepido Diptera	FALSE	FALSE	FALSE	GCF_943734635.1	0
Papilio_polytes	Lepidoptera	76194	Lepido Diptera	FALSE	FALSE	TRUE	GCF_000836215.1	0
Aythya_fuligula	Aves	219594	Aves	FALSE	FALSE	TRUE	GCF_009819795.1	0
Hemibagrus_wyckioides	Teleostei	337641	Teleostei	FALSE	FALSE	TRUE	GCA_019097595.1	0
Opisthorchis_viverrini	Platyhelminthes	6198	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000715545.1	0
Phalacrocorax_carbo	Aves	9209	Aves	FALSE	FALSE	TRUE	GCF_000708925.1	0
Cuculus_canorus	Aves	55661	Aves	FALSE	FALSE	TRUE	GCF_000709325.1	0
Aptenodytes_forsteri	Aves	9233	Aves	FALSE	FALSE	TRUE	GCF_000699145.1	0
Calypte_anna	Aves	9244	Aves	FALSE	FALSE	TRUE	GCF_003957555.1	0
Dryobates_pubescens	Aves	118200	Aves	FALSE	FALSE	FALSE	GCF_000699005.1	0
Leptosomus_discolor	Aves	188344	Aves	FALSE	FALSE	TRUE	GCF_000691785.1	0
Opisthocomus_hoazin	Aves	30419	Aves	FALSE	FALSE	TRUE	GCF_000692075.1	0
Manacus_vitellinus	Aves	328815	Aves	FALSE	FALSE	TRUE	GCF_001715985.3	0
Eurypyga_helias	Aves	54383	Aves	FALSE	FALSE	TRUE	GCF_000690775.1	0
Cariama_cristata	Aves	54380	Aves	FALSE	FALSE	TRUE	GCF_000690535.1	0
Phaethon_lepturus	Aves	97097	Aves	FALSE	FALSE	FALSE	GCF_000687285.1	0
Salmo_trutta	Teleostei	8032	Teleostei	FALSE	FALSE	TRUE	GCF_901001165.1	0
Egretta_garzetta	Aves	188379	Aves	FALSE	FALSE	TRUE	GCF_000687185.1	0
Mastacembelus_armatus	Teleostei	205130	Teleostei	FALSE	FALSE	TRUE	GCF_900324485.2	0
Trachypithecus_francoisi	Mammalia	54180	Mammalia	FALSE	FALSE	TRUE	GCF_009764315.1	0
Aix_galericulata	Aves	8832	Aves	FALSE	FALSE	TRUE	GCA_024635365.1	0
Drosophila_santomea	Diptera	129105	Lepido Diptera	FALSE	FALSE	FALSE	GCF_016746245.2	0
Onychostoma_macrolepis	Teleostei	369639	Teleostei	FALSE	FALSE	TRUE	GCA_012432095.1	0
Sagittarius_serpentarius	Aves	56258	Aves	FALSE	FALSE	TRUE	GCA_013399415.1	0
Propithecus_coquereli	Mammalia	379532	Mammalia	FALSE	FALSE	TRUE	GCF_000956105.1	0
Microcaecilia_unicolor	Amphibia	1415580	Other Vertebrates	FALSE	FALSE	FALSE	GCF_901765095.1	0
Rhincodon_typus	Chondrichthyes	259920	Other Vertebrates	FALSE	FALSE	TRUE	GCF_021869965.1	0
Procambarus_clarkii	Crustacea	6728	Other Invertebrates	FALSE	FALSE	TRUE	GCF_020424385.1	0
Pungitius_pungitius	Teleostei	134920	Teleostei	FALSE	FALSE	TRUE	GCF_902500615.1	0
Penaeus_japonicus	Crustacea	27405	Other Invertebrates	TRUE	FALSE	TRUE	GCF_017312705.1	50
Diuraphis_noxia	Hemiptera	143948	Other Insecta	FALSE	FALSE	TRUE	GCF_001186385.1	0
Monopterus_albus	Teleostei	43700	Teleostei	FALSE	FALSE	TRUE	GCF_001952655.1	0
Apolygus_lucorum	Hemiptera	248454	Other Insecta	FALSE	FALSE	FALSE	GCA_009739505.2	0
Poecilia_reticulata	Teleostei	8081	Teleostei	FALSE	FALSE	TRUE	GCF_000633615.1	0
Meles_meles	Mammalia	9662	Mammalia	FALSE	FALSE	TRUE	GCF_922984935.1	0
Ostrinia_furnacalis	Lepidoptera	93504	Lepido Diptera	FALSE	FALSE	FALSE	GCF_004193835.1	0
Kryptolebias_marmoratus	Teleostei	37003	Teleostei	FALSE	FALSE	TRUE	GCF_001649575.2	0
Pyrgilauda_ruficollis	Aves	221976	Aves	FALSE	FALSE	FALSE	GCF_017590135.1	0
Nesidiocoris_tenuis	Hemiptera	355587	Other Insecta	FALSE	FALSE	FALSE	GCA_902806785.1	0
Lithobates_catesbeianus	Amphibia	8400	Other Vertebrates	FALSE	FALSE	TRUE	GCA_002284835.2	0
Bos_mutus	Mammalia	72004	Mammalia	FALSE	FALSE	FALSE	GCF_000298355.1	0
Carcharodon_carcharias	Chondrichthyes	13397	Other Vertebrates	FALSE	FALSE	TRUE	GCF_017639515.1	0
Nibea_albiflora	Teleostei	240163	Teleostei	FALSE	FALSE	TRUE	GCA_014281875.1	0
Esox_lucius	Teleostei	8010	Teleostei	FALSE	FALSE	TRUE	GCF_011004845.1	0
Acipenser_ruthenus	Vertebrates	7906	Other Vertebrates	TRUE	FALSE	TRUE	GCF_010645085.1	50
Echeneis_naucrates	Teleostei	173247	Teleostei	FALSE	FALSE	TRUE	GCF_900963305.1	0
Paragonimus_westermani	Platyhelminthes	34504	Other Invertebrates	FALSE	FALSE	TRUE	GCA_008508345.1	0
Pocillopora_damicornis	Cnidaria	46731	Other Invertebrates	TRUE	FALSE	TRUE	GCF_003704095.1	50
Microtus_fortis	Mammalia	100897	Mammalia	FALSE	FALSE	FALSE	GCF_014885135.2	0
Alligator_sinensis	Crocodylia	38654	Other Vertebrates	TRUE	FALSE	TRUE	GCF_000455745.1	50
Scatophagus_argus	Teleostei	75038	Teleostei	FALSE	FALSE	TRUE	GCF_020382885.2	0
Echinococcus_multilocularis	Platyhelminthes	6211	Other Invertebrates	FALSE	FALSE	TRUE	GCA_000469725.3	0
Lacerta_agilis	Lepidosauria	80427	Other Vertebrates	TRUE	FALSE	FALSE	GCF_009819535.1	4
Fasciolopsis_buski	Platyhelminthes	27845	Other Invertebrates	FALSE	FALSE	TRUE	GCA_008360955.1	0
Carassius_gibelio	Teleostei	101364	Teleostei	FALSE	FALSE	TRUE	GCF_023724105.1	0
Trichoplusia_ni	Lepidoptera	7111	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003590095.1	0
Pygoscelis_antarcticus	Aves	79643	Aves	FALSE	FALSE	TRUE	GCA_010078415.1	0
Protobothrops_mucrosquamatus	Lepidosauria	103944	Other Vertebrates	FALSE	FALSE	FALSE	GCF_001527695.2	0
Python_bivittatus	Lepidosauria	176946	Other Vertebrates	FALSE	FALSE	FALSE	GCF_000186305.1	0
Aphis_gossypii	Hemiptera	80765	Other Insecta	FALSE	FALSE	FALSE	GCF_020184175.1	0
Formica_exsecta	Hymenoptera	72781	Hymenoptera	FALSE	FALSE	FALSE	GCF_003651465.1	0
Leptopilina_heterotoma	Hymenoptera	63436	Hymenoptera	FALSE	FALSE	FALSE	GCF_015476425.1	0
Leptopilina_boulardi	Hymenoptera	63433	Hymenoptera	FALSE	FALSE	FALSE	GCF_019393585.1	0
Nephila_pilipes	Arachnida	299642	Other Invertebrates	FALSE	FALSE	FALSE	GCA_019974015.1	0
Pygoscelis_adeliae	Aves	9238	Aves	FALSE	FALSE	TRUE	GCF_000699105.1	0
Mya_arenaria	Mollusca	6604	Other Invertebrates	TRUE	FALSE	TRUE	GCF_026914265.1	13
Poecilia_latipinna	Teleostei	48699	Teleostei	FALSE	FALSE	TRUE	GCF_001443285.1	0
Adineta_vaga	Invertebrates	104782	Other Invertebrates	TRUE	FALSE	FALSE	GCA_021613535.1	42
Ladona_fulva	Invertebrates	123851	Other Insecta	FALSE	FALSE	FALSE	GCA_000376725.2	0
Zosterops_borbonicus	Aves	364589	Aves	FALSE	FALSE	TRUE	GCA_007252995.1	0
Thelohanellus_kitauei	Cnidaria	669202	Other Invertebrates	FALSE	FALSE	FALSE	GCA_000827895.1	0
Scyliorhinus_canicula	Chondrichthyes	7830	Other Vertebrates	FALSE	FALSE	TRUE	GCF_902713615.1	0
Jaculus_jaculus	Mammalia	51337	Mammalia	FALSE	FALSE	TRUE	GCF_020740685.1	0
Melopsittacus_undulatus	Aves	13146	Aves	FALSE	FALSE	TRUE	GCF_012275295.1	0
Xiphophorus_maculatus	Teleostei	8083	Teleostei	FALSE	FALSE	TRUE	GCF_002775205.1	0
Crassostrea_gigas	Mollusca	29159	Other Invertebrates	TRUE	FALSE	TRUE	GCF_902806645.1	50
Dirofilaria_immitis	Nematoda	6287	Nematoda	TRUE	FALSE	TRUE	GCA_024305405.1	43
Bactrocera_dorsalis	Diptera	27457	Lepido Diptera	FALSE	FALSE	FALSE	GCF_023373825.1	0
Notothenia_coriiceps	Teleostei	8208	Teleostei	FALSE	FALSE	TRUE	GCF_000735185.1	0
Hymenochirus_boettgeri	Amphibia	247094	Other Vertebrates	TRUE	FALSE	FALSE	GCA_019447015.1	10
Camelus_bactrianus	Mammalia	9837	Mammalia	FALSE	FALSE	TRUE	GCF_000767855.1	0
Camelus_dromedarius	Mammalia	9838	Mammalia	FALSE	FALSE	TRUE	GCF_000803125.2	0
Capra_hircus	Mammalia	9925	Mammalia	FALSE	FALSE	TRUE	GCF_001704415.2	0
Pan_paniscus	Mammalia	9597	Mammalia	FALSE	FALSE	TRUE	GCF_013052645.1	0
Morone_saxatilis	Teleostei	34816	Teleostei	FALSE	FALSE	TRUE	GCF_004916995.1	0
Columba_livia	Aves	8932	Aves	FALSE	FALSE	TRUE	GCF_000337935.1	0
Lepisosteus_oculatus	Vertebrates	7918	Other Vertebrates	TRUE	FALSE	TRUE	GCF_000242695.1	33
Chinchilla_lanigera	Mammalia	34839	Mammalia	FALSE	FALSE	TRUE	GCF_000276665.1	0
Pygocentrus_nattereri	Teleostei	42514	Teleostei	FALSE	FALSE	TRUE	GCF_015220715.1	0
Siniperca_chuatsi	Teleostei	119488	Teleostei	FALSE	FALSE	TRUE	GCF_020085105.1	0
Silurus_asotus	Teleostei	30991	Teleostei	FALSE	FALSE	TRUE	GCA_024362625.1	0
Phasianus_colchicus	Aves	9054	Aves	FALSE	FALSE	TRUE	GCF_004143745.1	0
Rhinopithecus_bieti	Mammalia	61621	Mammalia	FALSE	FALSE	TRUE	GCF_001698545.2	0
Castor_canadensis	Mammalia	51338	Mammalia	FALSE	FALSE	TRUE	GCF_001984765.1	0
Silurus_meridionalis	Teleostei	175797	Teleostei	FALSE	FALSE	TRUE	GCF_014805685.1	0
Alosa_sapidissima	Teleostei	34773	Teleostei	FALSE	FALSE	TRUE	GCF_018492685.1	0
Lynx_rufus	Mammalia	61384	Mammalia	FALSE	FALSE	TRUE	GCF_022079265.1	0
Collichthys_lucidus	Teleostei	240159	Teleostei	FALSE	FALSE	TRUE	GCA_004119915.2	0
Thunnus_maccoyii	Teleostei	8240	Teleostei	FALSE	FALSE	TRUE	GCF_910596095.1	0
Thunnus_albacares	Teleostei	8236	Teleostei	FALSE	FALSE	TRUE	GCF_914725855.1	0
Ciona_intestinalis	Invertebrates	7719	Other Invertebrates	TRUE	FALSE	TRUE	GCF_000224145.3	48
Aedes_albopictus	Diptera	7160	Lepido Diptera	FALSE	FALSE	TRUE	GCF_006496715.1	0
Brugia_malayi	Nematoda	6279	Nematoda	TRUE	FALSE	TRUE	GCF_000002995.4	50
Caenorhabditis_briggsae	Nematoda	6238	Nematoda	TRUE	FALSE	FALSE	GCF_000004555.2	50
Sphaeroforma_arctica	NA	72019	Other Invertebrates	FALSE	FALSE	FALSE	GCF_001186125.1	0
Anseranas_semipalmata	Aves	8851	Aves	FALSE	FALSE	TRUE	GCA_013399115.1	0
Pomacea_canaliculata	Mollusca	400727	Other Invertebrates	FALSE	FALSE	TRUE	GCF_003073045.1	0
Balaenoptera_musculus	Mammalia	9771	Mammalia	FALSE	FALSE	TRUE	GCF_009873245.2	0
Cervus_canadensis	Mammalia	1574408	Mammalia	FALSE	FALSE	TRUE	GCF_019320065.1	0
Globicephala_melas	Mammalia	9731	Mammalia	FALSE	FALSE	TRUE	GCF_006547405.1	0
Orcinus_orca	Mammalia	9733	Mammalia	FALSE	FALSE	TRUE	GCF_937001465.1	0
Delphinapterus_leucas	Mammalia	9749	Mammalia	FALSE	FALSE	TRUE	GCF_002288925.2	0
Monodon_monoceros	Mammalia	40151	Mammalia	FALSE	FALSE	TRUE	GCF_005190385.1	0
Oryzias_javanicus	Teleostei	123683	Teleostei	FALSE	FALSE	TRUE	GCA_003999625.1	0
Periplaneta_americana	Blattodea	6978	Other Insecta	TRUE	FALSE	TRUE	GCA_025594305.2	50
Salarias_fasciatus	Teleostei	181472	Teleostei	FALSE	FALSE	TRUE	GCF_902148845.1	0
Prionailurus_bengalensis	Mammalia	37029	Mammalia	FALSE	FALSE	TRUE	GCF_016509475.1	0
Crocuta_crocuta	Mammalia	9678	Mammalia	FALSE	FALSE	TRUE	GCA_008692635.1	0
Lutra_lutra	Mammalia	9657	Mammalia	FALSE	FALSE	TRUE	GCF_902655055.1	0
Callorhinus_ursinus	Mammalia	34884	Mammalia	FALSE	FALSE	TRUE	GCF_003265705.1	0
Eumetopias_jubatus	Mammalia	34886	Mammalia	FALSE	FALSE	TRUE	GCF_004028035.1	0
Dromaius_novaehollandiae	Aves	8790	Aves	FALSE	FALSE	TRUE	GCF_003342905.1	0
Artibeus_jamaicensis	Mammalia	9417	Mammalia	FALSE	FALSE	TRUE	GCF_014825515.1	0
Desmodus_rotundus	Mammalia	9430	Mammalia	FALSE	FALSE	TRUE	GCF_002940915.2	0
Rousettus_aegyptiacus	Mammalia	9407	Mammalia	FALSE	FALSE	TRUE	GCF_014176215.1	0
Astatotilapia_calliptera	Teleostei	8154	Teleostei	FALSE	FALSE	TRUE	GCF_900246225.1	0
Oreochromis_aureus	Teleostei	47969	Teleostei	FALSE	FALSE	TRUE	GCF_013358895.1	0
Oreochromis_niloticus	Teleostei	8128	Teleostei	FALSE	FALSE	TRUE	GCF_001858045.2	0
Alosa_alosa	Teleostei	278164	Teleostei	FALSE	FALSE	TRUE	GCF_017589495.1	0
Denticeps_clupeoides	Teleostei	299321	Teleostei	FALSE	FALSE	TRUE	GCF_900700375.1	0
Callosobruchus_maculatus	Coleoptera	64391	Other Insecta	TRUE	FALSE	FALSE	GCA_900659725.1	50
Sitophilus_oryzae	Coleoptera	7048	Other Insecta	FALSE	FALSE	FALSE	GCF_002938485.1	0
Myxocyprinus_asiaticus	Teleostei	70543	Teleostei	FALSE	FALSE	TRUE	GCF_019703515.2	0
Gambusia_affinis	Teleostei	33528	Teleostei	FALSE	FALSE	TRUE	GCF_019740435.1	0
Poecilia_formosa	Teleostei	48698	Teleostei	FALSE	FALSE	TRUE	GCF_000485575.1	0
Xiphophorus_couchianus	Teleostei	32473	Teleostei	FALSE	FALSE	TRUE	GCF_001444195.1	0
Xiphophorus_hellerii	Teleostei	8084	Teleostei	FALSE	FALSE	TRUE	GCF_003331165.1	0
Sarcophilus_harrisii	Mammalia	9305	Mammalia	FALSE	FALSE	TRUE	GCF_902635505.1	0
Anopheles_albimanus	Diptera	7167	Lepido Diptera	FALSE	FALSE	FALSE	GCF_013758885.1	0
Anopheles_stephensi	Diptera	30069	Lepido Diptera	FALSE	FALSE	FALSE	GCF_013141755.1	0
Anopheles_funestus	Diptera	62324	Lepido Diptera	FALSE	FALSE	FALSE	GCF_943734845.2	0
Drosophila_hydei	Diptera	7224	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003285905.1	0
Drosophila_serrata	Diptera	7274	Lepido Diptera	FALSE	FALSE	FALSE	GCF_002093755.1	0
Drosophila_albomicans	Diptera	7291	Lepido Diptera	FALSE	FALSE	FALSE	GCF_009650485.2	0
Drosophila_novamexicana	Diptera	47314	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003285875.2	0
Drosophila_persimilis	Diptera	7234	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003286085.1	0
Drosophila_ananassae	Diptera	7217	Lepido Diptera	FALSE	FALSE	FALSE	GCF_017639315.1	0
Drosophila_virilis	Diptera	7244	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003285735.1	0
Drosophila_biarmipes	Diptera	125945	Lepido Diptera	FALSE	FALSE	FALSE	GCF_025231255.1	0
Drosophila_elegans	Diptera	30023	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018152505.1	0
Drosophila_ficusphila	Diptera	30025	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018152265.1	0
Drosophila_eugracilis	Diptera	29029	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018153835.1	0
Drosophila_kikkawai	Diptera	30033	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018152535.1	0
Drosophila_bipectinata	Diptera	42026	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018153845.1	0
Drosophila_takahashii	Diptera	29030	Lepido Diptera	FALSE	FALSE	FALSE	GCF_018152695.1	0
Ephemera_danica	Ephemeroptera	1049336	Other Insecta	TRUE	FALSE	FALSE	GCA_000507165.2	50
Coturnix_japonica	Aves	93934	Aves	FALSE	FALSE	TRUE	GCF_001577835.2	0
Lagopus_leucura	Aves	30410	Aves	FALSE	FALSE	TRUE	GCF_019238085.1	0
Lagopus_muta	Aves	64668	Aves	FALSE	FALSE	TRUE	GCF_023343835.1	0
Chanos_chanos	Teleostei	29144	Teleostei	FALSE	FALSE	TRUE	GCF_902362185.1	0
Myzus_persicae	Hemiptera	13164	Other Insecta	FALSE	FALSE	FALSE	GCF_001856785.1	0
Aphis_glycines	Hemiptera	307491	Other Insecta	FALSE	FALSE	FALSE	GCA_009761285.1	0
Bombus_impatiens	Hymenoptera	132113	Hymenoptera	FALSE	FALSE	TRUE	GCF_000188095.3	0
Frieseomelitta_varia	Hymenoptera	561572	Hymenoptera	FALSE	FALSE	FALSE	GCF_011392965.1	0
Xiphias_gladius	Teleostei	8245	Teleostei	FALSE	FALSE	TRUE	GCF_016859285.1	0
Cheilinus_undulatus	Teleostei	241271	Teleostei	FALSE	FALSE	TRUE	GCF_018320785.1	0
Haliotis_rubra	Mollusca	36100	Other Invertebrates	FALSE	FALSE	TRUE	GCF_003918875.1	0
Spodoptera_exigua	Lepidoptera	7107	Lepido Diptera	FALSE	FALSE	TRUE	GCA_902829305.4	0
Spodoptera_frugiperda	Lepidoptera	7108	Lepido Diptera	FALSE	FALSE	FALSE	GCF_023101765.2	0
Maniola_hyperantus	Lepidoptera	2795564	Lepido Diptera	FALSE	FALSE	FALSE	GCF_902806685.1	0
Bicyclus_anynana	Lepidoptera	110368	Lepido Diptera	FALSE	FALSE	TRUE	GCF_947172395.1	0
Vanessa_cardui	Lepidoptera	171605	Lepido Diptera	FALSE	FALSE	TRUE	GCF_905220365.1	0
Nymphalis_io	Lepidoptera	171585	Lepido Diptera	FALSE	FALSE	FALSE	GCF_905147045.1	0
Vanessa_atalanta	Lepidoptera	42275	Lepido Diptera	FALSE	FALSE	FALSE	GCF_905147765.1	0
Manduca_sexta	Lepidoptera	7130	Lepido Diptera	FALSE	FALSE	FALSE	GCF_014839805.1	0
Larimichthys_crocea	Teleostei	215358	Teleostei	FALSE	FALSE	TRUE	GCF_000972845.2	0
Scleropages_formosus	Teleostei	113540	Teleostei	FALSE	FALSE	TRUE	GCF_900964775.1	0
Crassostrea_virginica	Mollusca	6565	Other Invertebrates	TRUE	FALSE	TRUE	GCF_002022765.2	50
Taeniopygia_guttata	Aves	59729	Aves	FALSE	FALSE	TRUE	GCF_003957565.2	0
Menura_novaehollandiae	Aves	47692	Aves	FALSE	FALSE	TRUE	GCA_013396355.1	0
Sinosuthora_webbiana	Aves	337173	Aves	FALSE	FALSE	FALSE	GCA_013397395.1	0
Mizuhopecten_yessoensis	Mollusca	6573	Other Invertebrates	TRUE	FALSE	TRUE	GCF_002113885.1	50
Trematomus_bernacchii	Teleostei	40690	Teleostei	FALSE	FALSE	TRUE	GCF_902827165.1	0
Perca_flavescens	Teleostei	8167	Teleostei	FALSE	FALSE	TRUE	GCF_004354835.1	0
Epinephelus_lanceolatus	Teleostei	310571	Teleostei	FALSE	FALSE	TRUE	GCF_005281545.1	0
Plectropomus_leopardus	Teleostei	160734	Teleostei	FALSE	FALSE	TRUE	GCF_008729295.1	0
Manis_pentadactyla	Mammalia	143292	Mammalia	FALSE	FALSE	TRUE	GCF_014570555.1	0
Aotus_nancymaae	Mammalia	37293	Mammalia	FALSE	FALSE	TRUE	GCF_000952055.2	0
Sapajus_apella	Mammalia	9515	Mammalia	FALSE	FALSE	TRUE	GCF_009761245.1	0
Macaca_fascicularis	Mammalia	9541	Mammalia	FALSE	FALSE	TRUE	GCF_012559485.2	0
Macaca_nemestrina	Mammalia	9545	Mammalia	FALSE	FALSE	TRUE	GCF_000956065.1	0
Papio_anubis	Mammalia	9555	Mammalia	FALSE	FALSE	TRUE	GCF_008728515.1	0
Rhinopithecus_roxellana	Mammalia	61622	Mammalia	FALSE	FALSE	TRUE	GCF_007565055.1	0
Theropithecus_gelada	Mammalia	9565	Mammalia	FALSE	FALSE	TRUE	GCF_003255815.1	0
Pongo_abelii	Mammalia	9601	Mammalia	FALSE	FALSE	TRUE	GCF_002880775.1	0
Hylobates_moloch	Mammalia	81572	Mammalia	FALSE	FALSE	TRUE	GCF_009828535.2	0
Nomascus_leucogenys	Mammalia	61853	Mammalia	FALSE	FALSE	TRUE	GCF_006542625.1	0
Elephas_maximus	Mammalia	9783	Mammalia	FALSE	FALSE	TRUE	GCF_024166365.1	0
Mesocricetus_auratus	Mammalia	10036	Mammalia	FALSE	FALSE	TRUE	GCF_017639785.1	0
Microtus_oregoni	Mammalia	111838	Mammalia	FALSE	FALSE	TRUE	GCF_018167655.1	0
Myodes_glareolus	Mammalia	447135	Mammalia	FALSE	FALSE	TRUE	GCF_902806735.1	0
Peromyscus_leucopus	Mammalia	10041	Mammalia	FALSE	FALSE	TRUE	GCF_004664715.2	0
Dipodomys_spectabilis	Mammalia	105255	Mammalia	FALSE	FALSE	TRUE	GCF_019054845.1	0
Marmota_monax	Mammalia	9995	Mammalia	FALSE	FALSE	TRUE	GCF_021218885.1	0
Urocitellus_parryii	Mammalia	9999	Mammalia	FALSE	FALSE	TRUE	GCF_003426925.1	0
Oncorhynchus_gorbuscha	Teleostei	8017	Teleostei	FALSE	FALSE	TRUE	GCF_021184085.1	0
Oncorhynchus_keta	Teleostei	8018	Teleostei	FALSE	FALSE	TRUE	GCF_023373465.1	0
Oncorhynchus_nerka	Teleostei	8023	Teleostei	FALSE	FALSE	TRUE	GCF_006149115.2	0
Oncorhynchus_tshawytscha	Teleostei	74940	Teleostei	FALSE	FALSE	TRUE	GCF_018296145.1	0
Salvelinus_namaycush	Teleostei	8040	Teleostei	FALSE	FALSE	TRUE	GCF_016432855.1	0
Sepia_pharaonis	Mollusca	158019	Other Invertebrates	FALSE	FALSE	TRUE	GCA_903632075.3	0
Ictalurus_punctatus	Teleostei	7998	Teleostei	FALSE	FALSE	TRUE	GCF_001660625.2	0
Pangasianodon_hypophthalmus	Teleostei	310915	Teleostei	FALSE	FALSE	TRUE	GCF_027358585.1	0
Ctenocephalides_felis	Invertebrates	7515	Other Insecta	TRUE	FALSE	TRUE	GCF_003426905.1	6
